Domain Name,Record Name,Record Type,Record Value
*.lesdunaway.com,_a49fbd4acc6cc637ffad6fdd732bfad5.lesdunaway.com.,CNAME,_47f9f728e310c47dd5b6f3d0ee939452.duyqrilejt.acm-validations.aws.
